"Index","P","Q","E"
1980-09-28,0,0.536797580113879,4.64
1980-09-29,0,0.511284418145601,2.72
1980-09-30,0,0.492753795967719,6.4
1980-10-01,0,0.478969442586551,2.88
1980-10-02,0,0.468414473077836,6.4
1980-10-03,1.47,0.460059942626464,4.16
1980-10-04,1.03,0.45320786321486,6.24
1980-10-05,0,0.447384726238259,4
1980-10-06,0,0.442269281874191,4.8
1980-10-07,3.11,0.437643553847926,4.64
1980-10-08,1.16,0.433359614115591,7.36
1980-10-09,0,0.429317047057621,4
1980-10-10,0,0.425447664067415,3.68
1980-10-11,0.04,0.421705135879825,2.88
1980-10-12,0,0.418057960464733,4.16
1980-10-13,3.91,0.414484693340962,10.88
1980-10-14,4.7,0.410970712426508,3.84
1980-10-15,0,0.407506023721779,3.04
1980-10-16,0,0.404083772960725,6.56
1980-10-17,0,0.400699236100245,5.76
1980-10-18,0,0.397349134592206,4.8
1980-10-19,8.64,0.394031170946455,5.6
1980-10-20,8.16,0.390743713711075,1.92
1980-10-21,3.83,0.38747668576704,1.44
1980-10-22,0,0.38424987426471,4.8
1980-10-23,0.05,0.381049934862958,4.96
1980-10-24,33.18,0.377876643777473,5.76
1980-10-25,0,0.374729779087564,3.2
1980-10-26,0.04,0.371609120720645,3.2
1980-10-27,0.05,0.368514450436835,6.56
1980-10-28,4.76,0.365445551813708,9.28
1980-10-29,0.47,0.362402210231147,5.44
1980-10-30,0,0.359384212856341,3.04
1980-10-31,0,0.356391348628897,8.48
1980-11-01,0,0.353423408246084,7.04
1980-11-02,4.55,0.350480184148191,5.76
1980-11-03,8.46,0.347561470504016,5.44
1980-11-04,0.05,0.344667063196467,5.6
1980-11-05,0.05,0.34179675980829,4.64
1980-11-06,0.65,0.338950359607913,10.08
1980-11-07,3.51,0.336127663535409,5.76
1980-11-08,8.51,0.333328474188571,1.28
1980-11-09,10.43,0.33055259580911,6.08
1980-11-10,0.02,0.327799834268966,1.76
1980-11-11,0.04,0.32506999705673,4.32
1980-11-12,0,0.322362893264179,7.04
1980-11-13,0.47,0.319678333572929,6.4
1980-11-14,0.02,0.317016130241194,7.52
1980-11-15,0.04,0.314376097090654,5.44
1980-11-16,0,0.311758049493437,6.56
1980-11-17,0,0.30916180435921,4.96
1980-11-18,0.82,0.306587180122367,9.12
1980-11-19,4.28,0.304033996729339,14.4
1980-11-20,0,0.301502075626,7.36
1980-11-21,0.43,0.298991239745177,9.6
1980-11-22,0,0.29650131349427,6.4
1980-11-23,0,0.294032122742973,6.4
1980-11-24,0,0.291583494811093,4.16
1980-11-25,0,0.289155258456476,4.8
1980-11-26,0,0.286747243863032,6.3168
1980-11-27,0,0.284359282628856,6.3168
1980-11-28,0,0.281991207754455,6.3168
1980-11-29,5.59,0.279642853631066,6.3168
1980-11-30,0.43,0.277314056029077,6.3168
1980-12-01,0.04,0.275004652086538,6.752
1980-12-02,1.8,0.272714480297775,6.08
1980-12-03,55.86,0.270443380502093,4
1980-12-04,0.99,0.268191193872579,7.84
1980-12-05,0,0.265957762904988,5.76
1980-12-06,0,0.263742931406734,3.84
1980-12-07,1.75,0.261546544485966,6.08
1980-12-08,5.1,0.259368448540731,3.36
1980-12-09,0.9,0.257208491248241,4.32
1980-12-10,0.05,0.255066521554209,6.4
1980-12-11,0.04,0.252942389662296,7.68
1980-12-12,0.44,0.250835947023629,9.6
1980-12-13,0,0.248747046326413,11.68
1980-12-14,6.59,0.246675541485631,7.84
1980-12-15,0.26,0.244621287632826,8.48
1980-12-16,0,0.242584141105969,7.04
1980-12-17,9.04,0.240563959439415,5.76
1980-12-18,0,0.238560601353938,6.4
1980-12-19,0,0.236573926746851,3.2
1980-12-20,0.05,0.234603796682208,6.24
1980-12-21,0.43,0.232650073381086,8.8
1980-12-22,0,0.230712620211954,6.4
1980-12-23,0,0.228791301681115,11.36
1980-12-24,0,0.226885983423227,8
1980-12-25,0,0.224996532191914,6.4
1980-12-26,5.14,0.223122815850442,8.16
1980-12-27,0,0.221264703362479,6.56
1980-12-28,0,0.219422064782931,6.56
1980-12-29,23.61,0.217594771248857,7.36
1980-12-30,7.04,0.215782694970454,2.24
1980-12-31,0,0.213985709222121,9.12
1981-01-01,0,0.212203688333599,6.56
1981-01-02,0,0.210436507681178,8.32
1981-01-03,0,0.208684043678985,8.64
1981-01-04,5.2,0.20694617377034,8.64
1981-01-05,0.43,0.205222776419185,9.92
1981-01-06,0,0.203513731101585,7.68
1981-01-07,13.21,0.201818918297298,4.96
1981-01-08,0.04,0.200138219481418,4.96
1981-01-09,0,0.198471517116088,5.44
1981-01-10,0,0.196818694642273,7.84
1981-01-11,0.69,0.195179636471617,7.52
1981-01-12,17.11,0.193554227978353,5.28
1981-01-13,0,0.191942355491293,6.24
1981-01-14,0.05,0.190343906285872,6.4
1981-01-15,0.09,0.188758768576268,8.32
1981-01-16,0,0.187186831507585,9.76
1981-01-17,0,0.1856279851481,8.64
1981-01-18,0,0.184082120481573,6.4
1981-01-19,0,0.182549129399626,8
1981-01-20,0.47,0.181028904694181,11.2
1981-01-21,0,0.179521340049963,4.96
1981-01-22,0.04,0.178026330037063,6.4
1981-01-23,0,0.176543770103569,9.6
1981-01-24,0,0.175073556568251,6.88
1981-01-25,0,0.173615586613311,4.96
1981-01-26,0,0.172169758277191,9.28
1981-01-27,0,0.170735970447448,10.56
1981-01-28,1.13,0.169314122853674,8.8
1981-01-29,12.32,0.167904116060492,4.96
1981-01-30,0,0.166505851460597,8.16
