"","P","Q","E"
"1985-07-07",0.6422,0.799351851851852,1.042
"1985-07-08",0,0.783981481481482,1.0343
"1985-07-09",0,0.765925925925926,1.0423
"1985-07-10",0.1448,0.753425925925926,1.0105
"1985-07-11",0.2117,0.737592592592592,1.0383
"1985-07-12",2.6607,0.789722222222222,1.0695
"1985-07-13",1.5992,0.864351851851852,1.0645
"1985-07-14",0.9637,0.879444444444444,1.0855
"1985-07-15",7.411,1.01814814814815,1.1072
"1985-07-16",11.4624,1.60824074074074,1.0491
"1985-07-17",14.2077,2.35981481481481,1.059
"1985-07-18",5.3393,2.28,1.1246
"1985-07-19",0.2914,1.31509259259259,1.1501
"1985-07-20",0.0187,1.145,1.1369
"1985-07-21",13.1902,1.39212962962963,1.1243
"1985-07-22",3.3105,1.66388888888889,1.0691
"1985-07-23",7.4963,1.87212962962963,1.1514
"1985-07-24",0,1.28972222222222,1.1616
"1985-07-25",0.5809,1.16777777777778,1.1533
"1985-07-26",5.7441,1.33333333333333,1.2981
"1985-07-27",1.115,1.285,1.2237
"1985-07-28",0.2652,1.08407407407407,1.3593
"1985-07-29",2.8773,1.1687037037037,1.2401
"1985-07-30",5.0006,1.31888888888889,1.1745
"1985-07-31",9.7543,2.10861111111111,1.2245
"1985-08-01",7.6199,1.95962962962963,1.3362
"1985-08-02",0.7316,1.51074074074074,1.3465
"1985-08-03",0,1.30981481481481,1.2919
"1985-08-04",10.4483,1.23425925925926,1.4345
"1985-08-05",17.3696,2.11814814814815,1.2922
"1985-08-06",6.0138,2.09472222222222,1.2963
"1985-08-07",30.8493,3.70148148148148,1.4376
"1985-08-08",19.5536,6.08796296296296,1.4156
"1985-08-09",8.5134,7.08175925925926,1.4048
"1985-08-10",1.2574,3.4837962962963,1.2372
"1985-08-11",1.2659,2.5762037037037,1.4644
"1985-08-12",0.0579,2.20194444444444,1.4111
"1985-08-13",0.3368,2.01296296296296,1.6239
"1985-08-14",0,1.85861111111111,1.8647
"1985-08-15",2.0511,1.76148148148148,1.5242
"1985-08-16",21.5109,2.09814814814815,1.3901
"1985-08-17",11.5939,2.4512962962963,1.457
"1985-08-18",9.6642,2.55324074074074,1.6416
"1985-08-19",3.572,2.26148148148148,1.706
"1985-08-20",0.4059,1.96212962962963,1.7763
"1985-08-21",1.8758,1.76453703703704,1.4745
"1985-08-22",14.2509,2.23777777777778,1.4555
"1985-08-23",27.7365,4.40722222222222,1.5009
"1985-08-24",5.2764,3.56009259259259,1.5225
"1985-08-25",4.3946,2.54509259259259,1.7215
"1985-08-26",17.3197,3.43851851851852,1.9135
"1985-08-27",2.6741,2.60083333333333,1.9972
"1985-08-28",1.7956,2.51574074074074,1.6492
"1985-08-29",16.9165,2.80824074074074,2.2102
"1985-08-30",0.0068,2.17157407407407,2.206
"1985-08-31",0.0152,2.04537037037037,1.9323
"1985-09-01",0.9996,2.01055555555556,1.8945
"1985-09-02",14.8152,3.13592592592593,2.0476
"1985-09-03",3.246,2.3462962962963,1.9773
"1985-09-04",2.383,2.21222222222222,2.3078
"1985-09-05",0.012,2.00018518518519,2.4081
"1985-09-06",0,1.90240740740741,2.4894
"1985-09-07",0,1.82194444444444,2.4829
"1985-09-08",0,1.745,2.7397
"1985-09-09",0,1.68657407407407,2.4581
"1985-09-10",0,1.6512962962963,2.7974
"1985-09-11",3.1163,1.63351851851852,2.7466
"1985-09-12",0.5718,1.60046296296296,2.1673
"1985-09-13",8.4227,1.76203703703704,1.814
"1985-09-14",0.4601,1.6087962962963,2.6489
"1985-09-15",0.4944,1.53916666666667,2.8056
"1985-09-16",0.6358,1.50833333333333,2.2122
"1985-09-17",2.5903,1.52935185185185,2.724
"1985-09-18",0.6806,1.44518518518519,2.6036
"1985-09-19",1.8846,1.46583333333333,2.7276
"1985-09-20",0,1.38888888888889,2.9183
"1985-09-21",0,1.34518518518519,3.0403
"1985-09-22",0,1.33231481481481,3.1751
"1985-09-23",0,1.30388888888889,2.8751
"1985-09-24",0.2805,1.28092592592593,3.2448
"1985-09-25",5.3335,1.39972222222222,2.4628
"1985-09-26",14.5266,2.24518518518519,2.7028
"1985-09-27",6.8943,1.82194444444444,2.472
"1985-09-28",3.3628,1.58388888888889,2.5074
"1985-09-29",1.6677,1.50444444444444,2.6862
"1985-09-30",0.1847,1.44703703703704,3.4028
"1985-10-01",0,1.34944444444444,3.5441
"1985-10-02",0.0723,1.28916666666667,3.6234
"1985-10-03",0.0072,1.26787037037037,3.3476
"1985-10-04",0,1.23324074074074,2.8006
"1985-10-05",2.3539,1.32231481481481,2.368
"1985-10-06",9.4376,1.56111111111111,3.6504
"1985-10-07",0,1.25564814814815,3.632
"1985-10-08",0.0847,1.21407407407407,3.936
"1985-10-09",0.6032,1.18814814814815,3.783
"1985-10-10",0.0591,1.18416666666667,3.834
"1985-10-11",3.3145,1.23657407407407,2.6212
"1985-10-12",3.9639,1.31972222222222,3.6058
"1985-10-13",0.3885,1.16490740740741,3.7398
"1985-10-14",0.257,1.12314814814815,4.3933
"1985-10-15",0.5918,1.10888888888889,3.8829
"1985-10-16",2.5073,1.18259259259259,2.8748
"1985-10-17",7.9491,1.33018518518519,2.6634
"1985-10-18",16.5603,1.69027777777778,3.529
"1985-10-19",6.9342,1.64796296296296,3.3946
"1985-10-20",1.7576,1.36277777777778,3.3094
"1985-10-21",0.8879,1.30027777777778,4.2082
"1985-10-22",0.0023,1.18074074074074,3.7502
"1985-10-23",4.4343,1.21611111111111,2.6711
"1985-10-24",21.8228,1.80194444444444,3.0003
"1985-10-25",0.486,1.37203703703704,4.2122
"1985-10-26",0.0055,1.17166666666667,4.5595
"1985-10-27",0,1.11777777777778,4.6617
"1985-10-28",0,1.08824074074074,4.8498
"1985-10-29",0.0537,1.06157407407407,4.5314
"1985-10-30",3.2484,1.07657407407407,4.0001
"1985-10-31",2.7884,1.15685185185185,4.3591
"1985-11-01",0,1.0562037037037,4.4149
"1985-11-02",0,1.00231481481481,4.698
"1985-11-03",0,0.980462962962963,5.0707
"1985-11-04",0.0108,0.966759259259259,4.0546
"1985-11-05",1.6296,1.0037962962963,3.1221
"1985-11-06",8.705,1.3437037037037,3.3511
"1985-11-07",6.3347,1.43342592592593,4.3321
"1985-11-08",12.6048,1.58564814814815,3.6628
"1985-11-09",6.345,1.40212962962963,5.2259
"1985-11-10",0,1.11509259259259,4.9074
"1985-11-11",0.1916,1.02611111111111,5.1495
"1985-11-12",0.2349,1.0075,5.5838
"1985-11-13",0,0.967685185185185,5.9816
"1985-11-14",3.6396,1.1575,3.8153
"1985-11-15",15.7792,1.43444444444444,4.6
"1985-11-16",0.7111,1.06648148148148,4.4725
"1985-11-17",9.1026,1.35324074074074,3.4448
"1985-11-18",8.1986,2.07509259259259,4.0838
"1985-11-19",0.2731,1.31157407407407,4.5537
"1985-11-20",0.0035,1.12833333333333,4.9729
"1985-11-21",2.9749,1.10592592592593,4.075
"1985-11-22",0.6937,1.09268518518519,4.9457
"1985-11-23",0.2265,0.99787037037037,5.5023
"1985-11-24",0,0.97,4.1934
"1985-11-25",1.3784,0.982129629629629,3.2577
"1985-11-26",4.7624,1.12398148148148,3.7345
"1985-11-27",0.8923,1.05222222222222,3.3302
"1985-11-28",0.3171,0.95712962962963,4.8371
"1985-11-29",0,0.912037037037037,4.9113
"1985-11-30",0.0809,0.892962962962963,4.038
"1985-12-01",0,0.876111111111111,5.4172
"1985-12-02",0.7419,0.866759259259259,4.2368
"1985-12-03",10.0248,1.01833333333333,4.4335
"1985-12-04",5.4526,1.17203703703704,4.8687
"1985-12-05",0.6266,0.954537037037037,4.8434
"1985-12-06",0.0356,0.906759259259259,3.0665
"1985-12-07",21.4249,1.51833333333333,3.7379
"1985-12-08",12.7579,1.45175925925926,5.8015
"1985-12-09",12.8148,1.31231481481481,3.6311
"1985-12-10",15.0537,1.40231481481481,3.906
"1985-12-11",15.3327,1.82851851851852,3.9147
"1985-12-12",14.849,2.55268518518518,3.6836
"1985-12-13",1.8938,1.7087962962963,4.8352
"1985-12-14",0,1.32138888888889,5.3365
"1985-12-15",0,1.1962962962963,6.3453
"1985-12-16",14.0182,1.39518518518519,5.0159
"1985-12-17",6.5741,2.36796296296296,3.1542
"1985-12-18",18.0616,3.10194444444444,4.5264
"1985-12-19",0.539,1.72259259259259,5.4132
"1985-12-20",0,1.42712962962963,5.6876
"1985-12-21",0.5003,1.28805555555556,4.0099
"1985-12-22",5.2739,1.49814814814815,3.2125
"1985-12-23",23.9144,2.31731481481481,3.6825
"1985-12-24",5.845,1.84555555555556,5.4117
"1985-12-25",0.054,1.46990740740741,4.4584
"1985-12-26",3.0163,1.41444444444444,5.3516
"1985-12-27",0.4251,1.30601851851852,4.1487
"1985-12-28",0,1.25574074074074,4.7333
"1985-12-29",0,1.19842592592593,6.0227
"1985-12-30",0.3045,1.15435185185185,3.3383
"1985-12-31",6.3943,1.30240740740741,4.5217
"1986-01-01",1.0157,1.25398148148148,4.1704
"1986-01-02",0.3537,1.24138888888889,3.5095
"1986-01-03",2.2347,1.32555555555556,5.2932
"1986-01-04",0,1.12601851851852,4.4538
"1986-01-05",0,1.07546296296296,5.1283
"1986-01-06",0,1.03009259259259,6.0704
"1986-01-07",0.2465,0.989537037037037,6.0449
"1986-01-08",0.3512,0.966111111111111,4.9366
"1986-01-09",9.4075,1.6225,3.1848
"1986-01-10",15.8507,2.36333333333333,3.4914
"1986-01-11",2.9848,1.75990740740741,5.2915
"1986-01-12",0,1.31694444444444,4.9137
"1986-01-13",0,1.15777777777778,5.863
"1986-01-14",0,1.09148148148148,6.2556
"1986-01-15",0,1.09981481481481,3.7726
"1986-01-16",29.1379,1.9312962962963,4.72
"1986-01-17",2.307,1.32231481481481,4.9499
"1986-01-18",0.3673,1.13481481481481,4.7958
"1986-01-19",0.0133,1.08212962962963,5.2751
"1986-01-20",0,1.04675925925926,5.4637
"1986-01-21",0,1.0137962962963,5.0293
"1986-01-22",0,0.985462962962963,4.9942
"1986-01-23",0,0.942592592592593,5.3253
"1986-01-24",0,0.920833333333333,5.6416
"1986-01-25",0,0.91787037037037,5.4271
"1986-01-26",0,0.923333333333333,5.4474
"1986-01-27",0,0.909722222222222,5.4836
"1986-01-28",0.006,0.896388888888889,5.9631
"1986-01-29",0,0.875092592592593,6.2706
"1986-01-30",0.351,0.856666666666667,5.3783
"1986-01-31",0,0.866388888888889,5.5733
"1986-02-01",0,0.842314814814815,5.8342
"1986-02-02",0.0123,0.815462962962963,5.0782
"1986-02-03",0,0.805648148148148,5.1201
"1986-02-04",0,0.808148148148148,5.4183
"1986-02-05",0,0.795833333333333,5.341
"1986-02-06",0,0.777962962962963,5.242
"1986-02-07",0,0.776388888888889,5.2298
"1986-02-08",0,0.750555555555556,5.7595
"1986-02-09",0.1487,0.728888888888889,4.6226
"1986-02-10",0,0.743888888888889,4.8201
"1986-02-11",0,0.746296296296296,4.7614
"1986-02-12",0,0.737314814814815,5.1278
"1986-02-13",0,0.726944444444445,5.3302
"1986-02-14",0,0.710092592592592,5.9704
"1986-02-15",0,0.694259259259259,4.0389
"1986-02-16",0,0.70962962962963,5.7303
"1986-02-17",1.0544,0.763981481481481,2.8094
"1986-02-18",22.7234,1.30453703703704,3.8668
"1986-02-19",5.194,1.0662037037037,3.5269
"1986-02-20",0.7276,0.939537037037037,3.5777
"1986-02-21",0.0591,0.845092592592593,4.5112
"1986-02-22",0,0.78,4.4041
"1986-02-23",0,0.741111111111111,4.1931
"1986-02-24",0,0.715833333333333,4.5114
"1986-02-25",0,0.69787037037037,4.7659
"1986-02-26",0,0.687314814814815,4.7466
"1986-02-27",0,0.660185185185185,4.7651
"1986-02-28",0,0.647222222222222,3.5898
"1986-03-01",0.7127,0.646666666666667,4.2017
"1986-03-02",0,0.632222222222222,4.205
"1986-03-03",0,0.613240740740741,4.9181
"1986-03-04",0,0.606666666666667,4.9289
"1986-03-05",0,0.606574074074074,4.89
"1986-03-06",0,0.60287037037037,4.9903
"1986-03-07",0.0584,0.594166666666667,5.5198
"1986-03-08",3.8339,0.666018518518519,3.7414
"1986-03-09",0.8099,0.697407407407407,3.2288
"1986-03-10",7.2798,1.12962962962963,3.1362
"1986-03-11",0.1059,0.805462962962963,3.8015
"1986-03-12",0,0.714259259259259,4.0058
"1986-03-13",0,0.686111111111111,4.3705
"1986-03-14",0.0752,0.674722222222222,3.9265
"1986-03-15",0.9421,0.664074074074074,3.9717
"1986-03-16",0.1995,0.67287037037037,3.7799
"1986-03-17",0.0455,0.65537037037037,3.6422
"1986-03-18",0.0011,0.64787037037037,3.4719
"1986-03-19",0.195,0.650833333333333,3.7628
"1986-03-20",0.0016,0.646296296296296,3.8291
"1986-03-21",0,0.618796296296296,3.6432
"1986-03-22",0,0.611574074074074,3.8161
"1986-03-23",0.0516,0.597962962962963,3.9624
"1986-03-24",0,0.610833333333333,3.7139
"1986-03-25",0,0.61962962962963,3.8235
"1986-03-26",0,0.593703703703704,3.6751
"1986-03-27",0,0.57,3.3636
"1986-03-28",0,0.570833333333333,3.5267
"1986-03-29",0,0.556296296296296,3.82
"1986-03-30",0.081,0.555185185185185,3.6663
"1986-03-31",0.8397,0.577407407407407,3.1441
"1986-04-01",0.0173,0.59712962962963,3.2996
"1986-04-02",0,0.585092592592592,2.9868
"1986-04-03",0,0.565,3.4005
"1986-04-04",0.2157,0.554074074074074,3.3303
"1986-04-05",1.2837,0.560740740740741,2.383
"1986-04-06",1.2191,0.647222222222222,2.4991
"1986-04-07",0.1717,0.591759259259259,2.7832
"1986-04-08",0.0048,0.575277777777778,2.6022
"1986-04-09",0,0.572407407407407,2.8399
"1986-04-10",0,0.56712962962963,2.7757
"1986-04-11",0.1804,0.55,2.4971
"1986-04-12",0,0.569907407407407,2.6154
"1986-04-13",0,0.55462962962963,2.8412
"1986-04-14",0,0.545740740740741,2.9429
"1986-04-15",0,0.536296296296296,2.3203
"1986-04-16",42.709,1.43111111111111,1.7913
"1986-04-17",14.9591,1.46888888888889,1.5362
"1986-04-18",11.7587,1.80601851851852,1.5601
"1986-04-19",15.1136,3.31657407407407,2.1741
"1986-04-20",0.0839,1.22157407407407,1.5814
"1986-04-21",0.0994,0.904074074074074,1.6533
"1986-04-22",0,0.806944444444444,2.1055
"1986-04-23",0.209,0.7425,2.196
"1986-04-24",8.1563,0.814259259259259,1.7948
"1986-04-25",10.6426,1.3437037037037,1.4897
"1986-04-26",10.9781,1.67787037037037,1.7295
"1986-04-27",2.5537,1.07740740740741,1.6001
"1986-04-28",7.4638,1.2875,1.7349
"1986-04-29",0.0244,0.986388888888889,1.7914
"1986-04-30",0,0.83212962962963,1.7494
"1986-05-01",0.5742,0.788796296296296,1.6783
"1986-05-02",0.2469,0.786666666666667,1.8356
"1986-05-03",0.0061,0.749351851851852,1.8714
"1986-05-04",0,0.732962962962963,1.7845
"1986-05-05",0,0.717407407407407,1.6162
"1986-05-06",0.0072,0.709814814814815,1.4422
"1986-05-07",8.3917,0.992407407407407,1.6467
"1986-05-08",15.1695,1.58398148148148,1.5756
"1986-05-09",7.1614,1.11509259259259,1.5404
"1986-05-10",5.304,0.939444444444444,1.423
"1986-05-11",2.7541,0.965925925925926,1.435
"1986-05-12",0,0.836018518518518,1.5852
"1986-05-13",0.005,0.792037037037037,1.4903
"1986-05-14",0,0.771203703703704,1.451
"1986-05-15",0.3144,0.755092592592593,1.4535
"1986-05-16",3.5263,0.76962962962963,1.3732
"1986-05-17",10.7184,0.905833333333333,1.3315
"1986-05-18",14.9319,1.26777777777778,1.2123
"1986-05-19",9.901,1.92509259259259,1.2809
"1986-05-20",14.988,3.78907407407407,1.2797
"1986-05-21",4.9234,1.98768518518518,1.1999
"1986-05-22",0.0577,1.30824074074074,1.3591
"1986-05-23",7.8811,1.51990740740741,1.2118
"1986-05-24",39.7415,3.51638888888889,1.2705
"1986-05-25",3.4758,1.98638888888889,1.2346
"1986-05-26",0,1.4387037037037,1.2179
"1986-05-27",0,1.26574074074074,1.1966
"1986-05-28",0.4157,1.17287037037037,1.2221
"1986-05-29",1.2626,1.12564814814815,1.1525
"1986-05-30",0.9145,1.13824074074074,1.1526
"1986-05-31",0.4623,1.05972222222222,1.1821
"1986-06-01",0,1.01675925925926,1.1221
"1986-06-02",0,0.985277777777778,1.0839
"1986-06-03",1.6478,0.998333333333333,1.0971
"1986-06-04",2.5214,1.06898148148148,1.0765
"1986-06-05",0.2513,1.07527777777778,1.0803
"1986-06-06",0.205,0.979444444444444,1.0664
"1986-06-07",0.4165,0.955,1.1166
"1986-06-08",3.1218,1.03240740740741,1.0644
"1986-06-09",3.6801,1.20074074074074,1.0698
"1986-06-10",6.9542,1.68842592592593,1.0544
"1986-06-11",0.3153,1.27333333333333,1.0502
"1986-06-12",0.0136,1.10666666666667,1.0222
"1986-06-13",0.2179,1.04712962962963,1.0535
"1986-06-14",0,1.00212962962963,1.0519
"1986-06-15",0,0.980462962962963,1.1085
"1986-06-16",0.5951,0.966851851851852,1.084
"1986-06-17",3.6822,0.973425925925926,1.1399
"1986-06-18",11.5817,1.40361111111111,0.9931
"1986-06-19",10.4966,2.55925925925926,0.9858
"1986-06-20",13.7908,2.91953703703704,0.9434
"1986-06-21",6.3731,2.32592592592593,0.9677
"1986-06-22",2.5399,2.38916666666667,0.9617
"1986-06-23",1.5914,1.81787037037037,0.967
"1986-06-24",5.7727,2.15166666666667,0.9869
"1986-06-25",2.8854,1.76342592592593,0.9897
"1986-06-26",0.846,1.74481481481481,0.966
"1986-06-27",5.754,1.88342592592593,1.0181
"1986-06-28",0.3495,1.78611111111111,1.0151
"1986-06-29",0,1.55907407407407,0.9088
"1986-06-30",0.0363,1.47314814814815,0.945
"1986-07-01",0.7747,1.46314814814815,1.0334
"1986-07-02",16.4583,2.41916666666667,1.0282
"1986-07-03",17.5725,3.40935185185185,1.0941
"1986-07-04",23.606,4.05944444444444,1.0617
"1986-07-05",10.8236,4.02490740740741,1.0251
"1986-07-06",2.5157,2.97731481481481,1.0391
"1986-07-07",0.2399,2.35333333333333,1.047
"1986-07-08",10.2131,2.98759259259259,1.0132
"1986-07-09",5.3586,2.92814814814815,0.977
"1986-07-10",21.3554,6.53490740740741,1.0055
"1986-07-11",7.3779,4.89972222222222,1.042
"1986-07-12",2.0101,4.03064814814815,1.0606
"1986-07-13",0.0217,3.1762037037037,1.0647
"1986-07-14",0.0016,2.80925925925926,1.1051
"1986-07-15",0.5702,2.57305555555556,1.208
"1986-07-16",14.8572,3.04740740740741,1.1806
"1986-07-17",3.0585,2.6825,1.1014
"1986-07-18",11.9266,3.94138888888889,1.1228
"1986-07-19",0.6257,3.07333333333333,1.1938
"1986-07-20",1.6626,2.74324074074074,1.2162
"1986-07-21",0.4966,2.53407407407407,1.2318
"1986-07-22",0.009,2.3512037037037,1.2051
"1986-07-23",14.1879,2.9725,1.1289
"1986-07-24",7.6444,2.91194444444444,1.2307
"1986-07-25",14.0729,3.20490740740741,1.1319
"1986-07-26",3.2465,2.68268518518519,1.1049
"1986-07-27",0.2923,2.685,1.1731
"1986-07-28",0.6232,2.58074074074074,1.2189
"1986-07-29",2.3001,2.6387037037037,1.1962
"1986-07-30",0.4062,2.47851851851852,1.2119
"1986-07-31",0.1305,2.35981481481481,1.2979
"1986-08-01",0.9299,2.30314814814815,1.4181
"1986-08-02",0.0227,2.19490740740741,1.5062
"1986-08-03",0,2.11648148148148,1.5807
"1986-08-04",0.1228,2.05333333333333,1.5849
"1986-08-05",0,1.99611111111111,1.4708
"1986-08-06",0.1325,1.95453703703704,1.545
"1986-08-07",0,1.90694444444444,1.618
"1986-08-08",0,1.85361111111111,1.6643
"1986-08-09",0,1.82648148148148,1.5621
"1986-08-10",0,1.79611111111111,1.5857
"1986-08-11",0.01,1.77787037037037,1.4792
"1986-08-12",0,1.73768518518518,1.5762
"1986-08-13",0,1.70046296296296,1.696
"1986-08-14",0,1.68462962962963,1.5274
"1986-08-15",22.8435,2.70240740740741,1.3766
"1986-08-16",18.3198,3.17731481481481,1.5257
"1986-08-17",4.6727,2.87518518518519,1.4493
"1986-08-18",9.2932,2.90731481481481,1.5691
"1986-08-19",1.2066,2.35453703703704,1.5543
"1986-08-20",0.0856,2.09037037037037,1.908
"1986-08-21",0.004,1.97324074074074,2.0784
"1986-08-22",0.1164,1.90805555555556,2.1391
"1986-08-23",0.1645,1.8562037037037,1.6477
"1986-08-24",4.2095,2.13916666666667,1.4673
"1986-08-25",9.9446,2.81537037037037,1.8492
"1986-08-26",2.7467,2.1487962962963,1.6067
"1986-08-27",2.7053,2.06277777777778,1.7341
"1986-08-28",0.1476,1.95555555555556,2.1464
"1986-08-29",2.0189,1.92694444444444,2.0455
"1986-08-30",6.4617,2.10666666666667,1.71
"1986-08-31",6.6238,2.52583333333333,1.4346
"1986-09-01",1.3547,2.34481481481481,1.5903
"1986-09-02",5.0114,2.61805555555556,2.1611
"1986-09-03",0,2.18787037037037,1.7275
"1986-09-04",0.0068,2.04416666666667,2.5231
"1986-09-05",1.1328,1.98490740740741,2.191
"1986-09-06",4.7782,2.22231481481481,1.925
"1986-09-07",7.1491,2.53768518518519,2.1327
"1986-09-08",7.653,2.56842592592593,2.5098
"1986-09-09",0.2268,2.20851851851852,2.2964
"1986-09-10",0.0052,2.06268518518519,2.0211
"1986-09-11",0.8449,2.01194444444444,2.1877
"1986-09-12",0.0056,1.95407407407407,1.9527
"1986-09-13",5.6078,2.07277777777778,1.7414
"1986-09-14",2.8492,2.04805555555556,2.2625
"1986-09-15",0.1919,1.89222222222222,2.8038
"1986-09-16",3.8554,1.87055555555556,1.7778
"1986-09-17",17.2185,3.88333333333333,1.8216
"1986-09-18",16.5218,4.54166666666667,2.0068
"1986-09-19",7.4295,4.43453703703704,2.6685
"1986-09-20",0.4253,3.0562962962963,2.5774
"1986-09-21",1.1851,2.74277777777778,2.4961
"1986-09-22",1.2617,2.64953703703704,2.2321
"1986-09-23",0,2.46796296296296,2.5341
"1986-09-24",0,2.38611111111111,2.6963
"1986-09-25",0.0935,2.2875,2.4506
"1986-09-26",0.4794,2.21425925925926,3.2113
"1986-09-27",2.1437,2.19083333333333,2.4244
"1986-09-28",0,2.1112037037037,3.305
"1986-09-29",0.0451,2.05944444444444,3.441
"1986-09-30",0.3004,2.02416666666667,3.3224
"1986-10-01",1.492,2.03203703703704,2.8971
"1986-10-02",8.152,2.16935185185185,2.4146
"1986-10-03",17.5717,2.69416666666667,2.4131
"1986-10-04",0.504,2.18425925925926,2.5591
"1986-10-05",3.4301,2.29398148148148,3.2432
"1986-10-06",4.827,2.43740740740741,2.263
"1986-10-07",13.1523,2.74712962962963,3.074
"1986-10-08",2.7466,2.21712962962963,3.3336
"1986-10-09",0.354,2.0525,3.083
"1986-10-10",1.2567,2.01342592592593,2.3879
"1986-10-11",1.3625,2.05833333333333,3.1776
"1986-10-12",1.7085,2.09962962962963,3.6796
"1986-10-13",0.7131,1.94388888888889,2.9298
"1986-10-14",7.7474,2.31351851851852,3.2826
"1986-10-15",5.0032,2.19398148148148,3.1221
"1986-10-16",1.7252,2.0312037037037,3.465
"1986-10-17",1.7152,2.01962962962963,4.2186
"1986-10-18",4.5175,2.07527777777778,2.8099
"1986-10-19",22.1681,2.85018518518519,2.8633
"1986-10-20",4.5042,2.33074074074074,2.9288
"1986-10-21",2.1051,2.11018518518518,3.527
"1986-10-22",5.3684,2.83231481481481,2.2361
"1986-10-23",39.6539,5.00342592592593,2.4804
"1986-10-24",9.2696,3.09888888888889,2.6825
"1986-10-25",4.802,3.08712962962963,2.8255
"1986-10-26",1.146,2.765,2.7795
"1986-10-27",0.7266,2.52759259259259,3.7258
"1986-10-28",0.0061,2.36814814814815,4.3954
"1986-10-29",0.0027,2.26175925925926,4.1491
"1986-10-30",0.4441,2.19592592592593,4.8621
"1986-10-31",1.8707,2.20981481481481,3.6688
"1986-11-01",2.3019,2.27824074074074,3.0727
"1986-11-02",1.0168,2.12916666666667,4.2963
"1986-11-03",0,2.03925925925926,5.062
"1986-11-04",0,1.97287037037037,5.2833
"1986-11-05",0,1.905,5.0185
"1986-11-06",5.6909,2.15111111111111,3.1595
"1986-11-07",6.8124,2.18740740740741,4.621
"1986-11-08",0,1.90453703703704,4.6428
"1986-11-09",0,1.85240740740741,4.5092
"1986-11-10",0.0034,1.81935185185185,4.7545
"1986-11-11",0.6111,1.8137962962963,3.1852
"1986-11-12",1.9672,1.81592592592593,4.7362
"1986-11-13",0,1.74685185185185,4.587
"1986-11-14",0,1.71277777777778,5.4684
"1986-11-15",0.0011,1.67407407407407,4.4219
"1986-11-16",0.042,1.6937037037037,3.2194
"1986-11-17",8.6327,2.22287037037037,3.5449
"1986-11-18",9.1218,1.95814814814815,2.5226
"1986-11-19",7.2853,2.14537037037037,3.4945
"1986-11-20",0.8624,1.84851851851852,3.9241
"1986-11-21",1.9607,1.8237962962963,5.2378
"1986-11-22",0,1.69,5.3006
"1986-11-23",0,1.6287037037037,4.8945
"1986-11-24",0,1.61240740740741,5.5494
"1986-11-25",0,1.57092592592593,6.0219
"1986-11-26",0.1308,1.54148148148148,4.5617
"1986-11-27",1.9441,1.57907407407407,4.6936
"1986-11-28",0.0056,1.51407407407407,4.9316
"1986-11-29",0,1.49990740740741,5.3166
"1986-11-30",0,1.4625,5.4911
"1986-12-01",0,1.43851851851852,5.7984
"1986-12-02",0,1.41731481481481,5.2126
"1986-12-03",0,1.39962962962963,4.8841
"1986-12-04",0.23,1.39907407407407,4.887
"1986-12-05",0,1.40296296296296,4.469
"1986-12-06",12.0822,1.69703703703704,4.7168
"1986-12-07",16.432,2.16916666666667,3.2481
"1986-12-08",36.5442,4.95101851851852,3.7419
"1986-12-09",2.8812,2.7075,5.1073
"1986-12-10",8.5683,1.79675925925926,4.5898
"1986-12-11",0.0034,1.67675925925926,4.0794
"1986-12-12",12.7951,2.27731481481481,3.039
"1986-12-13",22.6346,5.23185185185185,3.4755
"1986-12-14",1.1675,2.8887962962963,4.0743
"1986-12-15",0.768,2.23703703703704,5.1942
"1986-12-16",2.4443,2.03398148148148,2.8533
"1986-12-17",21.2048,4.28435185185185,4.0244
"1986-12-18",4.9447,4.53175925925926,4.5924
"1986-12-19",0.0105,2.65240740740741,5.615
"1986-12-20",1.2473,2.33805555555556,5.1001
"1986-12-21",0.1093,2.18611111111111,4.5352
"1986-12-22",1.1844,2.12398148148148,4.3831
"1986-12-23",0.0625,2.03944444444444,5.1361
"1986-12-24",0,1.95657407407407,5.5266
"1986-12-25",0.0419,1.89685185185185,4.6579
"1986-12-26",0.4652,1.87046296296296,6.0298
"1986-12-27",0,1.79509259259259,5.3201
"1986-12-28",0,1.74194444444444,5.8351
"1986-12-29",0,1.69148148148148,5.9507
"1986-12-30",0,1.64027777777778,6.4111
"1986-12-31",0.2555,1.6487037037037,3.9815
"1987-01-01",3.761,1.70796296296296,5.83
"1987-01-02",0.8803,1.59583333333333,5.6786
"1987-01-03",7.1422,1.61240740740741,3.7857
"1987-01-04",14.2573,1.6925,3.6806
"1987-01-05",4.8047,1.67277777777778,3.7353
"1987-01-06",3.7616,1.75138888888889,4.981
"1987-01-07",0.6713,1.56111111111111,6.3384
"1987-01-08",0,1.50462962962963,4.8139
"1987-01-09",0,1.48740740740741,4.9117
"1987-01-10",0,1.4787037037037,5.4928
"1987-01-11",0.1271,1.46342592592593,3.2701
"1987-01-12",0.5123,1.45,5.6166
"1987-01-13",0,1.39490740740741,5.8371
"1987-01-14",0,1.36648148148148,4.9568
"1987-01-15",0,1.35833333333333,5.8075
"1987-01-16",0,1.30972222222222,5.682
"1987-01-17",0,1.30824074074074,4.7657
"1987-01-18",0,1.29657407407407,6.0126
"1987-01-19",0,1.25268518518519,5.3065
"1987-01-20",0,1.24981481481481,5.4307
